contract_id,supplier_id,contract_no,category,currency,agreed_lead_time_days,payment_terms,start_date,end_date,status
CTR-000597,SUP-00041,ДОГ-9991/2024,Услуги (логистика/ремонт),RUB,7,Отсрочка 45 дней,2024-01-10,2026-02-22,Действует
CTR-000598,SUP-00298,ДОГ-5934/2025,Подшипники,RUB,21,Предоплата 50%,2025-02-13,2026-08-18,Действует
CTR-000599,SUP-00414,ДОГ-3339/2025,Гидравлика,CNY,45,Предоплата 100%,2025-02-14,2026-07-07,Действует
CTR-000600,SUP-00084,ДОГ-4214/2024,Металлопрокат,USD,7,Отсрочка 30 дней,2024-03-08,2025-03-13,Истёк
CTR-000601,SUP-00028,ДОГ-8073/2024,Электрооборудование,RUB,45,Отсрочка 30 дней,2024-07-12,2026-09-28,Действует
CTR-000602,SUP-00014,ДОГ-2570/2024,ЛКМ и химия,RUB,7,Отсрочка 45 дней,2024-11-24,2026-03-03,Действует
CTR-000603,SUP-00175,ДОГ-5195/2025,Электрооборудование,CNY,30,Отсрочка 15 дней,2025-04-30,2026-02-21,Действует
CTR-000604,SUP-00058,ДОГ-4371/2024,Подшипники,RUB,10,Предоплата 100%,2024-04-01,2026-05-21,Действует
CTR-000605,SUP-00422,ДОГ-4802/2024,Подшипники,RUB,45,Отсрочка 15 дней,2024-10-05,2026-06-26,Действует
CTR-000606,SUP-00069,ДОГ-2566/2025,Металлопрокат,RUB,7,Отсрочка 45 дней,2025-01-10,2026-01-28,Действует
CTR-000607,SUP-00397,ДОГ-2655/2024,Шины и диски,RUB,45,Предоплата 50%,2024-09-13,2026-05-08,Действует
CTR-000608,SUP-00067,ДОГ-4517/2024,Подшипники,RUB,45,Отсрочка 15 дней,2024-06-28,2026-03-14,Действует
CTR-000609,SUP-00294,ДОГ-3068/2024,Шины и диски,RUB,10,Отсрочка 45 дней,2024-12-03,2026-07-03,Действует
CTR-000610,SUP-00234,ДОГ-1081/2024,Подшипники,RUB,30,Предоплата 100%,2024-10-26,2026-08-21,Действует
CTR-000611,SUP-00241,ДОГ-6842/2025,Шины и диски,USD,21,Отсрочка 30 дней,2025-03-09,2026-02-10,Действует
CTR-000612,SUP-00319,ДОГ-5533/2025,Электрооборудование,RUB,30,Отсрочка 30 дней,2025-04-23,2025-08-12,Истёк
CTR-000613,SUP-00207,ДОГ-6482/2024,Подшипники,USD,21,Отсрочка 45 дней,2024-08-19,2026-03-02,Действует
CTR-000614,SUP-00166,ДОГ-8994/2024,Гидравлика,RUB,14,Предоплата 100%,2024-11-30,2025-07-31,Истёк
CTR-000615,SUP-00399,ДОГ-7823/2025,ЛКМ и химия,RUB,14,Предоплата 100%,2025-06-01,2026-08-15,Действует
CTR-000616,SUP-00207,ДОГ-7076/2025,Подшипники,RUB,21,Отсрочка 45 дней,2025-01-07,2026-11-07,Действует
CTR-000617,SUP-00399,ДОГ-4822/2024,Электрооборудование,RUB,30,Предоплата 100%,2024-09-28,2026-06-25,Действует
CTR-000618,SUP-00284,ДОГ-6555/2025,Шины и диски,RUB,14,Отсрочка 45 дней,2025-02-15,2026-11-05,Действует
CTR-000619,SUP-00084,ДОГ-5879/2025,Крепёж,RUB,21,Отсрочка 30 дней,2025-01-26,2025-09-28,Истёк
CTR-000620,SUP-00035,ДОГ-4219/2025,Шины и диски,RUB,14,Отсрочка 45 дней,2025-04-07,2026-08-30,Действует
CTR-000621,SUP-00092,ДОГ-8031/2024,Шины и диски,CNY,7,Предоплата 100%,2024-10-14,2026-09-27,Действует
CTR-000622,SUP-00175,ДОГ-5850/2024,Услуги (логистика/ремонт),CNY,45,Отсрочка 15 дней,2024-04-07,2026-03-30,Действует
CTR-000623,SUP-00105,ДОГ-6807/2025,Шины и диски,CNY,7,Предоплата 50%,2025-07-07,2026-12-05,Действует
CTR-000624,SUP-00039,ДОГ-2448/2025,Металлопрокат,RUB,7,Предоплата 100%,2025-06-05,2026-11-02,Действует
CTR-000625,SUP-00231,ДОГ-8725/2024,Подшипники,RUB,7,Отсрочка 15 дней,2024-07-26,2026-02-13,Действует
CTR-000626,SUP-00127,ДОГ-3292/2025,Гидравлика,RUB,30,Отсрочка 45 дней,2025-03-03,2025-12-05,Истёк
CTR-000627,SUP-00088,ДОГ-4218/2024,ЛКМ и химия,USD,21,Отсрочка 15 дней,2024-05-08,2025-01-05,Истёк
CTR-000628,SUP-00070,ДОГ-3694/2024,Гидравлика,RUB,14,Отсрочка 30 дней,2024-10-05,2026-12-04,Действует
CTR-000629,SUP-00394,ДОГ-3272/2024,ЛКМ и химия,RUB,10,Предоплата 100%,2024-07-23,2026-09-06,Действует
CTR-000630,SUP-00172,ДОГ-2799/2025,Подшипники,USD,45,Отсрочка 15 дней,2025-08-03,2026-06-13,Действует
CTR-000631,SUP-00447,ДОГ-7717/2024,Услуги (логистика/ремонт),RUB,21,Отсрочка 45 дней,2024-10-20,2026-11-27,Действует
CTR-000632,SUP-00354,ДОГ-2817/2025,Металлопрокат,RUB,21,Отсрочка 45 дней,2025-07-11,2026-05-06,Действует
CTR-000633,SUP-00044,ДОГ-5045/2024,ЛКМ и химия,CNY,7,Отсрочка 15 дней,2024-12-18,2026-08-07,Действует
CTR-000634,SUP-00397,ДОГ-5454/2024,Шины и диски,USD,45,Предоплата 50%,2024-03-18,2026-06-02,Действует
CTR-000635,SUP-00175,ДОГ-9740/2025,Крепёж,RUB,7,Отсрочка 15 дней,2025-05-02,2026-09-30,Действует
CTR-000636,SUP-00414,ДОГ-2165/2025,Гидравлика,USD,30,Предоплата 100%,2025-07-06,2026-12-15,Действует
CTR-000637,SUP-00096,ДОГ-2699/2024,Гидравлика,RUB,14,Отсрочка 30 дней,2024-03-10,2025-01-12,Истёк
CTR-000638,SUP-00284,ДОГ-3646/2024,Металлопрокат,RUB,30,Отсрочка 45 дней,2024-03-20,2026-06-22,Действует
CTR-000639,SUP-00269,ДОГ-9917/2025,Металлопрокат,RUB,30,Отсрочка 30 дней,2025-02-25,2025-05-22,Истёк
CTR-000640,SUP-00294,ДОГ-5224/2024,Электрооборудование,RUB,30,Отсрочка 45 дней,2024-09-03,2026-04-26,Действует
CTR-000641,SUP-00117,ДОГ-2223/2024,Гидравлика,RUB,45,Отсрочка 45 дней,2024-06-02,2026-04-25,Действует
CTR-000642,SUP-00214,ДОГ-2633/2024,Шины и диски,CNY,21,Предоплата 100%,2024-04-02,2025-02-15,Истёк
CTR-000643,SUP-00033,ДОГ-9118/2024,Крепёж,RUB,10,Предоплата 50%,2024-11-21,2026-02-27,Действует
CTR-000644,SUP-00399,ДОГ-3217/2024,ЛКМ и химия,USD,45,Предоплата 100%,2024-04-04,2026-01-22,Действует
CTR-000645,SUP-00422,ДОГ-5740/2024,Крепёж,RUB,10,Отсрочка 15 дней,2024-06-08,2026-02-28,Действует
CTR-000646,SUP-00414,ДОГ-8939/2025,Крепёж,CNY,10,Предоплата 100%,2025-04-09,2026-08-25,Действует
CTR-000647,SUP-00481,ДОГ-5826/2025,Гидравлика,RUB,30,Отсрочка 45 дней,2025-04-26,2026-07-27,Действует
CTR-000648,SUP-00035,ДОГ-9180/2025,ЛКМ и химия,CNY,7,Отсрочка 45 дней,2025-07-15,2026-12-06,Действует
CTR-000649,SUP-00337,ДОГ-3774/2025,Шины и диски,RUB,7,Отсрочка 15 дней,2025-01-17,2026-06-09,Действует
CTR-000650,SUP-00160,ДОГ-6497/2024,Шины и диски,RUB,7,Предоплата 100%,2024-02-13,2026-02-25,Действует
CTR-000651,SUP-00175,ДОГ-7660/2025,ЛКМ и химия,RUB,14,Отсрочка 15 дней,2025-03-13,2026-08-13,Действует
CTR-000652,SUP-00067,ДОГ-6109/2024,Крепёж,RUB,10,Отсрочка 15 дней,2024-11-20,2026-09-25,Действует
CTR-000653,SUP-00314,ДОГ-8643/2024,ЛКМ и химия,CNY,30,Предоплата 50%,2024-10-10,2026-02-16,Действует
CTR-000654,SUP-00449,ДОГ-9301/2024,Шины и диски,RUB,7,Отсрочка 45 дней,2024-12-27,2026-06-07,Действует
CTR-000655,SUP-00166,ДОГ-4411/2024,Электрооборудование,RUB,30,Предоплата 100%,2024-12-08,2026-08-07,Действует
CTR-000656,SUP-00138,ДОГ-8465/2024,Подшипники,USD,21,Предоплата 50%,2024-05-23,2026-02-27,Действует
CTR-000657,SUP-00051,ДОГ-7271/2024,Металлопрокат,USD,7,Предоплата 50%,2024-12-30,2026-05-26,Действует
CTR-000658,SUP-00340,ДОГ-5496/2024,Крепёж,RUB,7,Отсрочка 15 дней,2024-03-19,2025-01-14,Истёк
CTR-000659,SUP-00490,ДОГ-3949/2025,ЛКМ и химия,RUB,45,Отсрочка 45 дней,2025-01-16,2026-08-17,Действует
CTR-000660,SUP-00241,ДОГ-7747/2024,Гидравлика,CNY,30,Отсрочка 30 дней,2024-04-09,2026-12-06,Действует
CTR-000661,SUP-00033,ДОГ-3305/2024,Металлопрокат,USD,21,Предоплата 50%,2024-09-29,2026-10-15,Действует
CTR-000662,SUP-00067,ДОГ-3293/2025,Шины и диски,RUB,30,Отсрочка 15 дней,2025-05-22,2026-04-06,Действует
CTR-000663,SUP-00059,ДОГ-9782/2024,ЛКМ и химия,USD,14,Отсрочка 15 дней,2024-06-22,2026-01-20,Действует
CTR-000664,SUP-00422,ДОГ-5868/2025,Металлопрокат,RUB,14,Отсрочка 15 дней,2025-06-16,2026-11-20,Действует
CTR-000665,SUP-00039,ДОГ-4738/2025,Электрооборудование,RUB,45,Предоплата 100%,2025-07-15,2026-05-28,Действует
CTR-000666,SUP-00046,ДОГ-4182/2024,Электрооборудование,USD,10,Отсрочка 45 дней,2024-09-03,2026-06-23,Действует
CTR-000667,SUP-00066,ДОГ-8154/2025,ЛКМ и химия,RUB,45,Предоплата 100%,2025-06-21,2026-10-17,Действует
CTR-000668,SUP-00366,ДОГ-8608/2024,Шины и диски,RUB,10,Отсрочка 15 дней,2024-12-28,2026-03-03,Действует
CTR-000669,SUP-00463,ДОГ-2676/2024,ЛКМ и химия,RUB,10,Отсрочка 45 дней,2024-01-12,2026-06-16,Действует
CTR-000670,SUP-00139,ДОГ-2566/2024,ЛКМ и химия,RUB,21,Отсрочка 45 дней,2024-11-30,2026-10-02,Действует
CTR-000671,SUP-00266,ДОГ-3111/2025,Металлопрокат,RUB,7,Предоплата 50%,2025-04-04,2026-12-01,Действует
CTR-000672,SUP-00324,ДОГ-4637/2025,Электрооборудование,USD,30,Предоплата 50%,2025-07-16,2026-11-20,Действует
CTR-000673,SUP-00324,ДОГ-2890/2024,Подшипники,RUB,10,Предоплата 50%,2024-01-20,2025-04-21,Истёк
CTR-000674,SUP-00414,ДОГ-7594/2025,Металлопрокат,RUB,14,Предоплата 100%,2025-03-25,2025-08-14,Истёк
CTR-000675,SUP-00265,ДОГ-6014/2024,Металлопрокат,CNY,14,Предоплата 50%,2024-12-12,2026-11-13,Действует
CTR-000676,SUP-00074,ДОГ-1800/2023,ЛКМ и химия,RUB,10,Отсрочка 15 дней,2023-12-26,2026-08-22,Действует
CTR-000677,SUP-00246,ДОГ-1794/2025,Гидравлика,RUB,21,Отсрочка 30 дней,2025-07-04,2026-08-07,Действует
CTR-000678,SUP-00197,ДОГ-8275/2024,Металлопрокат,RUB,21,Отсрочка 45 дней,2024-08-21,2026-07-23,Действует
CTR-000679,SUP-00145,ДОГ-7852/2025,Крепёж,RUB,30,Предоплата 50%,2025-03-24,2026-05-08,Действует
CTR-000680,SUP-00435,ДОГ-1335/2024,ЛКМ и химия,RUB,21,Отсрочка 45 дней,2024-02-23,2026-12-05,Действует
CTR-000681,SUP-00382,ДОГ-5845/2024,ЛКМ и химия,RUB,21,Отсрочка 30 дней,2024-06-07,2026-08-05,Действует
CTR-000682,SUP-00398,ДОГ-9708/2025,ЛКМ и химия,RUB,10,Отсрочка 45 дней,2025-05-19,2026-02-15,Действует
CTR-000683,SUP-00388,ДОГ-1078/2024,Металлопрокат,RUB,7,Отсрочка 30 дней,2024-09-07,2026-10-03,Действует
CTR-000684,SUP-00193,ДОГ-6603/2024,Шины и диски,USD,30,Предоплата 100%,2024-05-03,2026-07-02,Действует
CTR-000685,SUP-00044,ДОГ-1471/2025,Гидравлика,RUB,21,Отсрочка 15 дней,2025-06-25,2026-06-13,Действует
CTR-000686,SUP-00270,ДОГ-7044/2025,Услуги (логистика/ремонт),RUB,10,Отсрочка 45 дней,2025-01-16,2026-04-08,Действует
CTR-000687,SUP-00496,ДОГ-6536/2024,ЛКМ и химия,RUB,10,Предоплата 100%,2024-07-31,2026-11-27,Действует
CTR-000688,SUP-00469,ДОГ-9607/2024,Гидравлика,RUB,7,Отсрочка 45 дней,2024-03-19,2026-03-26,Действует
CTR-000689,SUP-00132,ДОГ-2485/2024,Услуги (логистика/ремонт),RUB,7,Предоплата 100%,2024-05-17,2026-04-18,Действует
CTR-000690,SUP-00221,ДОГ-1433/2024,ЛКМ и химия,RUB,21,Предоплата 100%,2024-06-03,2026-03-22,Действует
CTR-000691,SUP-00202,ДОГ-3885/2024,Гидравлика,USD,30,Предоплата 100%,2024-06-24,2026-05-17,Действует
CTR-000692,SUP-00089,ДОГ-6815/2023,Металлопрокат,RUB,7,Предоплата 100%,2023-12-31,2026-03-19,Действует
CTR-000693,SUP-00414,ДОГ-9710/2025,Электрооборудование,RUB,10,Предоплата 100%,2025-08-17,2026-06-17,Действует
CTR-000694,SUP-00063,ДОГ-2740/2025,Шины и диски,RUB,10,Отсрочка 15 дней,2025-02-26,2026-02-07,Действует
CTR-000695,SUP-00166,ДОГ-2012/2024,Металлопрокат,RUB,45,Предоплата 100%,2024-08-13,2026-02-26,Действует
CTR-000696,SUP-00017,ДОГ-7173/2025,Подшипники,RUB,14,Отсрочка 30 дней,2025-08-12,2026-12-15,Действует
CTR-000697,SUP-00166,ДОГ-7036/2024,Электрооборудование,CNY,14,Предоплата 100%,2024-10-08,2026-10-04,Действует
CTR-000698,SUP-00003,ДОГ-4717/2025,Металлопрокат,RUB,14,Предоплата 100%,2025-03-30,2025-10-02,Истёк
CTR-000699,SUP-00382,ДОГ-7308/2024,Услуги (логистика/ремонт),USD,30,Отсрочка 30 дней,2024-08-04,2026-02-25,Действует
CTR-000700,SUP-00398,ДОГ-5717/2024,Шины и диски,USD,7,Отсрочка 45 дней,2024-10-12,2026-08-27,Действует
CTR-000701,SUP-00399,ДОГ-4208/2024,Крепёж,RUB,45,Предоплата 100%,2024-04-25,2026-07-13,Действует
CTR-000702,SUP-00193,ДОГ-6570/2025,Металлопрокат,RUB,10,Предоплата 100%,2025-05-19,2025-05-09,Истёк
CTR-000703,SUP-00337,ДОГ-3623/2025,Крепёж,RUB,21,Отсрочка 15 дней,2025-02-26,2026-11-04,Действует
CTR-000704,SUP-00264,ДОГ-1980/2025,Подшипники,RUB,10,Предоплата 100%,2025-02-14,2026-11-29,Действует
CTR-000705,SUP-00035,ДОГ-8238/2024,Металлопрокат,USD,45,Отсрочка 45 дней,2024-04-20,2026-10-21,Действует
CTR-000706,SUP-00414,ДОГ-3476/2025,Шины и диски,USD,7,Предоплата 100%,2025-03-07,2026-03-24,Действует
CTR-000707,SUP-00260,ДОГ-7202/2025,ЛКМ и химия,CNY,14,Отсрочка 15 дней,2025-08-16,2026-05-02,Действует
CTR-000708,SUP-00175,ДОГ-6104/2025,Шины и диски,RUB,7,Отсрочка 15 дней,2025-05-18,2026-04-01,Действует
CTR-000709,SUP-00021,ДОГ-9812/2024,Подшипники,RUB,45,Отсрочка 45 дней,2024-09-01,2025-08-11,Истёк
CTR-000710,SUP-00366,ДОГ-9228/2024,Гидравлика,USD,30,Отсрочка 15 дней,2024-07-25,2026-07-09,Действует
CTR-000711,SUP-00088,ДОГ-9042/2025,Шины и диски,USD,21,Отсрочка 15 дней,2025-04-29,2026-07-27,Действует
CTR-000712,SUP-00156,ДОГ-3284/2024,Металлопрокат,RUB,7,Предоплата 50%,2024-03-08,2025-02-25,Истёк
CTR-000713,SUP-00399,ДОГ-8011/2024,Гидравлика,RUB,10,Предоплата 100%,2024-01-26,2026-04-07,Действует
CTR-000714,SUP-00176,ДОГ-8992/2024,Подшипники,RUB,14,Предоплата 50%,2024-08-07,2026-03-28,Действует
CTR-000715,SUP-00470,ДОГ-7426/2024,Электрооборудование,USD,30,Отсрочка 30 дней,2024-08-07,2026-07-20,Действует
CTR-000716,SUP-00205,ДОГ-5808/2025,Гидравлика,RUB,10,Предоплата 50%,2025-02-18,2026-10-02,Действует
CTR-000717,SUP-00132,ДОГ-1355/2025,ЛКМ и химия,USD,45,Предоплата 100%,2025-08-08,2026-07-01,Действует
CTR-000718,SUP-00053,ДОГ-7861/2023,Электрооборудование,USD,30,Отсрочка 30 дней,2023-12-31,2026-10-31,Действует
CTR-000719,SUP-00466,ДОГ-7909/2024,Подшипники,USD,21,Предоплата 50%,2024-04-16,2026-02-10,Действует
